,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,"Macedonia, FYR",Madagascar (Malagasy),Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia),Denmark,Gabon,Kosovo,Vietnam (North Vietnam)
2001-04-30,114,0,88,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,456,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,132,22,93,6,12,0,0,3,0,0,0,0,0,0,1,0,28,0,8,0,0,0,0,0,0,0,0,0,56,0,92,0,0,0,51,0,0,0,0,0,56,0,0,0,25,0,0,0,0,5,0,6,0,0,0,296,275,0,0,0,0,0,0,0,0,22,12,0,0,1,0,0,0,0,0,0,0,0,0,0
2001-05-31,107,0,80,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,28,0,0,446,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,17,3,0,39,0,2,0,0,4,0,0,0,0,0,0,32,0,12,0,0,0,0,0,0,0,0,0,126,0,17,0,0,0,36,0,0,25,0,0,26,0,0,0,69,70,0,13,0,3,0,78,0,0,1,65,821,0,0,0,0,0,0,0,0,28,33,0,0,0,0,0,3,0,0,0,0,0,0,0
2001-06-30,422,0,53,88,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,30,0,0,0,20,0,0,224,0,0,0,0,101,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,96,116,2,10,31,0,0,1,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,2,0,18,0,0,0,200,0,0,4,0,0,53,0,0,0,117,274,0,6,0,4,0,5,0,0,1,98,463,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2001-07-31,132,0,0,152,0,0,0,0,0,0,6,0,0,0,0,0,0,20,0,84,0,0,0,4,2,0,314,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,13,1,0,34,0,0,6,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,20,0,91,0,0,0,5,0,0,0,0,0,4,0,0,0,54,16,0,0,0,22,0,87,0,0,4,55,62,0,0,0,0,20,0,0,0,4,7,0,0,0,0,0,2,0,0,0,0,0,0,0
2001-08-31,27,0,8,250,0,0,0,0,0,0,6,0,0,0,0,0,0,17,0,49,0,0,0,0,0,0,438,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,14,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,19,44,0,0,0,236,0,0,0,0,0,0,159,0,0,0,123,114,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0
2001-09-30,299,0,7,234,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,154,0,0,0,1,0,0,414,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,5,0,20,25,0,0,7,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1000,0,0,0,0,0,82,0,0,0,127,0,0,2,0,0,0,0,0,0,0,73,206,0,0,0,0,0,0,0,0,11,32,0,0,0,2986,0,0,0,0,0,0,0,0,0
2001-10-31,1216,0,54,158,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,62,0,0,0,0,0,0,424,0,0,0,0,7,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,136,21,0,0,76,0,0,8,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,1003,9,0,0,0,0,136,0,0,0,50,0,0,6,0,0,0,32,0,0,0,97,466,0,0,0,0,0,0,0,0,7,12,0,0,0,0,0,2,0,0,0,0,0,0,0
2001-11-30,1305,0,11,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,316,0,0,0,0,12,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,68,12,0,0,23,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,143,0,0,0,38,7,0,0,0,0,241,0,0,0,67,0,0,0,0,0,0,11,0,0,3,77,112,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,4,0,7,0,0,0,0,0
2001-12-31,794,0,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,1,4,0,410,0,0,0,0,141,0,0,0,0,47,0,0,0,0,50,0,0,0,0,0,0,136,22,0,0,66,0,0,7,0,53,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,15,0,149,0,0,0,69,26,0,36,0,1,35,0,0,0,131,0,0,2,0,5,0,59,0,0,0,42,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2002-01-31,150,0,60,291,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,77,0,0,0,3,0,0,454,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,64,0,0,35,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,197,0,0,0,73,8,0,7,0,0,39,0,0,0,153,0,0,2,0,0,0,73,0,0,0,0,383,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2002-02-28,19,0,60,189,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,95,0,0,0,0,0,0,439,0,0,0,0,837,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,462,44,0,0,69,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,31,0,452,0,0,0,115,18,0,0,0,0,78,0,0,0,33,0,0,0,0,0,0,60,0,0,0,3,26,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-03-31,562,0,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,243,0,0,0,0,0,0,662,0,0,0,0,315,0,0,0,0,145,0,0,0,0,36,0,0,0,0,0,0,302,90,0,25,265,0,0,0,0,0,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,0,0,0,46,0,424,0,0,0,0,0,0,0,0,10,44,0,0,0,66,0,0,14,0,1,0,1,0,0,1,0,475,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,1,0,0,0,0,0,0,0
2002-04-30,35,0,75,14,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,125,0,0,0,0,0,0,411,0,57,0,0,690,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,209,47,0,7,117,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,34,0,641,0,0,0,0,10,0,0,0,0,115,0,0,0,60,0,0,6,0,0,0,25,0,0,0,0,379,0,0,0,0,0,0,0,21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-05-31,30,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,52,0,0,0,0,5,0,761,0,7,0,0,389,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,271,57,0,1,50,0,0,0,0,0,0,0,0,0,0,0,193,0,0,8,0,0,0,0,26,0,0,0,100,0,796,0,0,0,82,42,0,0,0,0,4,0,0,0,115,0,0,18,0,0,0,79,0,0,0,2,101,0,0,0,0,23,0,0,0,5,3,0,0,0,0,0,2,0,0,0,0,0,0,0
2002-06-30,6,0,98,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,61,0,0,0,0,0,0,370,0,79,0,0,577,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,156,58,0,0,63,0,2,0,0,0,0,0,0,0,0,0,130,0,0,35,0,0,0,0,0,0,0,0,182,0,341,0,0,0,12,46,0,0,0,0,68,0,0,0,70,0,0,2,0,0,0,84,0,0,0,9,372,0,0,0,0,0,0,0,0,1,39,0,0,0,0,0,3,0,0,0,0,0,0,0
2002-07-31,70,0,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,281,0,0,0,0,0,0,465,0,0,0,0,58,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,227,68,0,21,60,0,3,0,0,10,0,0,0,2,0,0,202,0,0,2,0,0,0,0,0,0,0,0,16,0,151,0,0,0,64,12,0,0,0,1,40,0,0,0,108,0,0,0,0,0,0,102,0,0,0,3,9,0,0,0,0,0,0,0,0,9,352,0,0,1,0,0,2,0,0,0,0,0,0,0
2002-08-31,33,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,451,0,26,0,0,1032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,293,43,0,0,42,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,11,0,199,0,0,0,1,18,0,0,0,0,39,0,0,0,285,0,0,0,0,0,0,87,0,0,2,0,0,0,0,0,0,0,0,0,0,4,196,0,0,0,0,0,0,0,0,0,0,0,0,0
2002-09-30,61,0,88,1,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,244,0,0,0,0,0,0,687,0,37,0,0,1543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,241,36,0,0,28,0,398,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,25,0,363,0,0,0,2,1,0,0,0,0,63,0,0,0,105,0,0,0,0,0,0,19,0,0,1,0,1081,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,1,0,0,0,0,0,0,0
2002-10-31,35,0,94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,120,292,0,375,0,9,0,0,886,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,255,227,0,0,56,0,232,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,346,0,0,0,26,8,0,0,0,0,102,0,0,0,248,0,0,1,0,0,0,60,2,0,0,0,75,0,0,0,0,0,0,0,0,7,251,0,0,1,0,0,8,0,0,0,0,0,0,0
2002-11-30,10,0,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,111,0,0,0,24,0,0,322,0,9,0,0,317,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,195,22,0,0,66,0,243,5,0,13,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,221,3,0,0,0,1,39,0,0,0,34,0,0,0,0,0,0,14,0,0,0,0,68,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,4,0,0,0,0,0,0,0
2002-12-31,2,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,5,0,0,276,0,10,0,0,108,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,161,6,0,57,41,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,121,0,0,0,16,3,0,0,0,0,106,0,0,0,108,0,0,0,0,0,0,34,0,0,1,0,1,0,0,0,0,0,0,0,0,2,69,0,0,1,0,0,4,0,0,0,0,0,0,0
2003-01-31,29,0,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,248,0,0,0,0,54,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,174,2,0,0,58,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,0,129,0,0,0,4,13,0,0,0,0,65,0,0,0,0,0,0,37,0,0,0,19,0,0,0,0,77,0,0,0,0,0,0,0,0,17,249,0,0,0,0,0,3,0,0,0,0,0,0,0
2003-02-28,32,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,1,0,0,4,0,0,328,0,14,0,0,409,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,122,4,0,6,24,0,7,0,0,0,0,0,0,2,0,0,36,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,9,14,0,0,0,0,296,0,0,0,1,0,0,0,0,0,0,14,0,0,1,1,5,0,0,0,0,2,0,0,0,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0
2003-03-31,49,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,13,2,0,225,0,0,0,0,318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,201,4,0,572,69,0,121,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,19,0,4,0,0,0,29,22,0,0,0,0,230,0,0,0,12,0,0,0,0,0,0,26,0,0,0,11,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0
2003-04-30,97,0,46,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,278,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,211,46,0,580,32,0,88,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,39,0,6,0,0,0,96,13,0,0,0,0,95,0,0,0,10,0,0,0,0,0,0,16,0,0,0,3,438,0,0,0,0,5,0,0,0,0,100,0,0,0,0,0,2,0,0,0,0,0,0,0
2003-05-31,25,0,80,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,45,0,0,0,0,0,0,315,0,0,0,0,1237,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,219,0,0,29,0,148,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,33,0,79,0,6,0,0,0,22,10,0,0,0,0,168,0,0,0,55,0,26,1,0,0,0,52,0,0,2,1,22,0,0,0,0,3,0,0,0,7,124,0,0,0,0,0,6,0,0,0,0,0,0,0
2003-06-30,82,0,99,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,345,0,0,0,0,606,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208,130,0,0,80,0,0,0,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,17,0,25,0,0,0,10,11,0,0,0,1,64,0,0,0,32,0,0,0,0,0,0,21,0,0,0,15,467,0,0,0,0,0,0,0,0,5,117,0,0,0,0,0,3,0,0,0,0,0,0,0
2003-07-31,75,0,24,1,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,350,0,0,0,0,0,0,144,0,0,0,0,858,0,0,0,44,4,0,0,0,0,0,0,0,0,0,0,1,182,18,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,42,60,0,0,0,8,66,0,0,0,53,0,0,0,0,0,0,67,0,0,0,0,509,0,0,0,0,7,0,0,0,7,95,0,0,0,0,0,1,0,0,0,0,0,0,0
2003-08-31,185,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,0,0,75,0,0,0,0,53,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,266,46,0,28,43,0,1,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,10,0,186,0,0,0,52,26,0,0,0,0,61,0,0,0,85,0,0,0,0,0,0,12,0,0,0,2,862,0,0,0,0,5,0,0,0,10,272,0,0,0,0,0,0,0,0,0,0,0,0,0
2003-09-30,61,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,35,0,113,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,304,47,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,392,0,0,0,0,14,0,0,0,0,15,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,100,0,0,0,0,0,2,0,0,0,0,0,0,0
2003-10-31,117,0,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,192,0,13,0,0,110,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,179,72,0,0,61,0,1,0,0,0,0,0,0,0,1,0,39,0,0,0,0,0,0,0,0,0,0,0,21,0,486,0,0,0,14,55,0,0,0,0,33,0,0,0,93,0,0,1,0,0,0,77,0,0,0,0,187,0,0,0,0,4,0,0,0,7,182,0,0,0,0,0,3,0,0,0,0,0,0,0
2003-11-30,34,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,82,0,0,0,0,0,0,47,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,197,52,0,4,12,0,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,272,0,0,0,1,4,0,0,0,4,11,0,0,0,56,0,0,0,0,0,0,12,0,0,0,0,479,0,0,0,0,0,0,0,0,83,199,0,0,1,0,0,0,0,0,0,0,0,0,0
2003-12-31,48,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,126,0,0,0,0,0,0,105,0,6,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,108,73,0,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,204,0,0,0,21,0,0,0,0,0,30,0,0,0,118,0,0,0,0,0,0,49,0,0,0,0,1741,0,0,0,0,0,0,0,0,10,36,0,0,0,0,0,3,0,0,0,0,0,0,0
2004-01-31,51,0,24,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,115,0,0,0,2,3,0,180,0,0,0,0,307,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3,1,193,137,0,40,32,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,21,0,172,0,0,0,51,0,0,0,0,0,17,0,0,0,35,0,7,0,0,0,0,20,0,0,0,0,1833,0,0,0,0,12,0,0,0,1,201,0,0,0,0,0,1,0,0,0,0,0,0,0
2004-02-29,17,0,54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,0,0,0,10,0,124,0,0,0,0,30,0,0,0,0,118,0,0,0,0,0,0,0,0,0,94,0,154,81,0,274,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,228,0,0,0,169,0,0,0,0,0,173,0,0,0,82,0,0,0,0,0,0,35,0,0,0,0,3254,0,0,0,0,13,0,0,0,3,629,0,0,0,0,0,11,0,0,0,0,0,0,0
2004-03-31,34,0,69,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,0,0,0,51,0,185,0,0,0,0,12,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,187,59,0,23,45,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,457,0,0,0,64,178,0,0,0,0,44,0,0,0,57,0,2,0,0,0,0,151,0,0,191,4,1254,0,7,0,0,10,0,0,0,5,209,0,0,0,0,35,3,0,0,0,0,0,0,0
2004-04-30,48,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,82,0,0,0,0,5,0,105,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,96,0,293,28,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,129,0,0,4,130,0,0,0,0,0,32,0,0,0,85,16,7,3,0,0,0,0,0,0,0,23,47,0,0,0,0,104,0,0,0,18,193,0,0,0,0,0,1,0,0,0,0,0,0,0
2004-05-31,68,0,33,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,36,0,0,0,1,6,0,128,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,62,0,297,71,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,280,0,0,0,1262,21,0,0,0,0,22,0,0,0,99,0,38,0,0,0,0,146,0,0,0,4,408,0,0,0,0,5,0,0,0,19,188,0,0,0,0,0,3,0,0,0,0,0,0,0
2004-06-30,116,0,68,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,188,0,0,0,0,9,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,145,89,0,202,26,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,132,0,0,0,182,103,0,0,0,3,37,0,0,0,146,0,10,0,0,0,0,33,0,0,0,0,293,0,0,0,0,12,0,0,0,38,215,0,0,0,0,0,5,0,0,0,0,0,0,0
2004-07-31,77,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,240,90,0,57,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,155,0,0,0,15,5,0,0,0,0,28,0,0,0,89,0,5,0,0,0,0,0,0,0,0,22,539,0,0,0,0,11,0,0,0,18,48,0,0,0,0,2,1,0,0,0,0,0,0,0
2004-08-31,123,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,196,0,0,0,0,0,0,143,0,0,0,0,7,0,0,34,0,0,0,0,27,0,0,1,0,0,0,0,0,161,104,0,780,35,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,22,0,0,1,16,0,148,0,0,0,46,10,0,0,0,0,35,0,0,0,212,0,2,0,0,0,0,47,0,0,0,9,237,0,0,0,0,7,0,0,0,29,40,0,0,0,0,0,1,0,0,0,0,0,0,0
2004-09-30,115,0,55,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,107,0,0,0,20,0,0,101,0,0,0,0,16,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,139,114,0,355,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,0,0,18,0,156,0,0,0,49,60,0,0,0,0,18,0,0,0,421,0,1,0,0,0,0,47,0,0,0,14,265,0,1,0,0,2,0,0,0,25,54,0,0,1,0,0,3,0,0,0,0,0,0,0
2004-10-31,65,0,59,2,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,82,0,0,0,0,76,0,34,0,0,9,0,0,0,0,0,0,0,0,0,13,0,169,63,0,205,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,104,0,0,0,15,0,0,0,0,0,22,0,0,0,25,0,0,0,0,0,0,28,0,0,0,3,159,0,0,0,0,23,0,0,0,31,137,0,0,0,0,0,2,0,0,0,0,0,0,0
2004-11-30,41,0,24,2,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,33,0,0,0,0,0,0,115,0,0,0,0,96,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,97,95,0,1283,25,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,206,0,0,0,9,33,0,0,0,0,29,0,0,0,34,0,1,0,0,0,0,5,0,0,0,5,297,0,0,0,0,26,0,0,0,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
2004-12-31,35,0,25,2,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,141,0,0,0,0,112,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,104,87,0,114,36,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,289,0,0,0,0,20,0,0,0,0,12,0,0,0,32,0,18,0,0,0,0,125,0,0,0,0,127,0,0,0,0,7,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-01-31,37,0,32,0,0,0,0,0,1,0,17,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,177,131,0,232,46,0,1,0,0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,157,0,190,0,0,0,2,12,0,0,0,0,39,0,0,0,64,0,0,0,0,0,0,42,0,0,0,0,402,0,0,1,0,25,0,0,0,15,73,0,0,0,0,0,3,0,0,0,0,0,0,0
2005-02-28,25,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,204,0,0,0,0,10,0,0,0,0,27,0,0,0,0,0,0,0,0,0,9,0,92,41,0,323,13,0,44,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,13,0,199,0,0,0,1,0,0,0,0,0,103,0,0,0,50,0,0,0,0,0,0,6,0,0,0,3,19,0,0,0,0,29,22,0,0,1,95,0,0,0,0,0,2,0,0,0,0,0,0,0
2005-03-31,38,0,13,0,0,1,0,0,8,0,5,0,0,0,0,0,0,36,0,7,0,0,0,0,0,0,176,0,2,0,0,42,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,183,8,0,185,1,0,1,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,99,0,0,0,8,2,0,0,0,0,50,0,0,0,32,0,0,0,0,0,0,46,0,0,0,17,48,0,0,0,0,34,0,0,0,2,103,0,0,0,0,0,1,0,0,0,0,0,0,0
2005-04-30,115,0,21,9,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,18,0,0,0,1,0,0,136,0,0,0,0,29,0,0,0,0,65,0,0,0,0,0,0,0,0,0,6,0,169,15,0,169,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,0,185,0,0,0,122,0,0,0,0,0,38,0,0,0,56,0,15,1,0,0,0,39,0,0,0,13,67,0,0,0,0,22,398,0,0,47,99,0,0,0,0,0,3,0,0,0,0,0,0,0
2005-05-31,152,0,18,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,202,0,4,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,198,7,0,592,6,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,183,0,0,0,0,3,0,0,0,0,33,0,0,0,50,0,0,0,0,0,0,21,0,0,0,2,16,0,0,0,0,30,7,0,0,42,92,0,0,0,0,0,1,0,0,0,0,0,0,0
